id_deudor,segmento,producto,departamento,tramo_mora,dias_mora,monto_deuda,score_buro,contactabilidad,probpago,decil,segmento_propension,estrategia,descuento_recomendado,plan_cuotas,canal_recomendado,valor_esperado_recupero,prioridad,pago,guion
KB-106303,Pyme,Tarjeta de crédito,Montevideo,31-60,32,109690.0,686,0.468,0.931,9,Alta,Pago total facilitado,0.05,1,Email,97014.5613,1759,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 109,690. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 104,206. ¿Coordinamos el pago?"
KB-106304,Retail,Tarjeta de crédito,Montevideo,180+,245,25310.0,580,0.463,0.0945,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,1315.8852,11357,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 13,921 (45% de descuento sobre $U 25,310) cancela toda su deuda. Es por tiempo limitado."
KB-106305,Retail,Microcrédito,Montevideo,31-60,50,31170.0,703,0.692,0.9621,10,Alta,Pago total facilitado,0.05,1,WhatsApp,28489.361,4874,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 31,170. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 29,612. ¿Coordinamos el pago?"
KB-106306,Corporativo,Financiación retail,Cerro Largo,1-30,9,127350.0,675,0.643,0.9489,9,Alta,Recordatorio suave,0.0,1,Llamada,120838.3874,1410,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 127,350 (ref. KB-106306). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106307,Pyme,Microcrédito,Montevideo,1-30,14,248070.0,620,0.475,0.7376,6,Alta,Recordatorio suave,0.0,1,WhatsApp,182970.1772,924,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 248,070 (ref. KB-106307). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106308,Pyme,Financiación retail,Maldonado,31-60,38,65220.0,551,0.783,0.8426,7,Alta,Pago total facilitado,0.05,1,WhatsApp,52208.8503,2985,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 65,220. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 61,959. ¿Coordinamos el pago?"
KB-106309,Retail,Tarjeta de crédito,Durazno,1-30,22,66800.0,294,0.489,0.0501,1,Baja,Quita agresiva por pago único,0.3,1,SMS,2344.408,10836,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 46,760 (30% de descuento sobre $U 66,800) cancela toda su deuda. Es por tiempo limitado."
KB-106310,Retail,Préstamo personal,Colonia,31-60,54,30150.0,610,0.505,0.944,9,Alta,Pago total facilitado,0.05,1,WhatsApp,27038.2081,5052,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 30,150. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 28,642. ¿Coordinamos el pago?"
KB-106311,Pyme,Microcrédito,Canelones,180+,185,125940.0,499,0.653,0.122,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,8450.169,8797,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 69,267 (45% de descuento sobre $U 125,940) cancela toda su deuda. Es por tiempo limitado."
KB-106312,Corporativo,Préstamo personal,San José,31-60,37,1006180.0,485,0.381,0.1218,2,Baja,Quita agresiva por pago único,0.3,1,Llamada,85752.4351,1966,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 704,326 (30% de descuento sobre $U 1,006,180) cancela toda su deuda. Es por tiempo limitado."
KB-106313,Retail,Financiación retail,Lavalleja,31-60,40,32220.0,598,0.896,0.8542,7,Alta,Pago total facilitado,0.05,1,Llamada,26147.3079,5171,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 32,220. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 30,609. ¿Coordinamos el pago?"
KB-106314,Retail,Crédito automotor,Durazno,31-60,38,53990.0,798,0.39,0.9734,10,Alta,Pago total facilitado,0.05,1,Email,49927.5754,3105,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 53,990. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 51,290. ¿Coordinamos el pago?"
KB-106315,Pyme,Tarjeta de crédito,Tacuarembó,91-180,159,46770.0,616,0.568,0.115,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,2957.995,10576,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 25,724 (45% de descuento sobre $U 46,770) cancela toda su deuda. Es por tiempo limitado."
KB-106316,Retail,Crédito automotor,Paysandú,61-90,72,14370.0,406,0.247,0.4656,4,Media,Plan de cuotas,0.1,3,SMS,6021.5536,9525,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 14,370 en 3 cuotas de $U 4,311 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106317,Retail,Financiación retail,Rivera,1-30,28,55540.0,477,0.625,0.3207,3,Baja,Quita agresiva por pago único,0.3,1,Llamada,12467.1663,7765,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 38,878 (30% de descuento sobre $U 55,540) cancela toda su deuda. Es por tiempo limitado."
KB-106318,Corporativo,Tarjeta de crédito,Maldonado,91-180,174,1089840.0,667,0.412,0.185,2,Baja,Derivación a gestión especializada,0.15,12,Llamada,171338.6222,997,0,"Hola, le escribimos de su gestor de cobranzas. Su caso (ref. KB-106318, saldo $U 1,089,840) fue asignado a un gestor especializado que puede estructurar un plan de hasta 12 cuotas. Le contactaremos para encontrar la mejor solución."
KB-106319,Retail,Préstamo personal,Paysandú,31-60,33,6740.0,459,0.601,0.7652,6,Alta,Pago total facilitado,0.05,1,Email,4899.3107,9879,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 6,740. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 6,403. ¿Coordinamos el pago?"
KB-106320,Corporativo,Tarjeta de crédito,Treinta y Tres,180+,206,346220.0,649,0.676,0.1986,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,37813.2651,3911,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 190,421 (45% de descuento sobre $U 346,220) cancela toda su deuda. Es por tiempo limitado."
KB-106321,Pyme,Crédito automotor,Montevideo,1-30,11,97780.0,501,0.66,0.1721,2,Baja,Quita agresiva por pago único,0.3,1,Email,11778.7684,7936,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 68,446 (30% de descuento sobre $U 97,780) cancela toda su deuda. Es por tiempo limitado."
KB-106322,Retail,Tarjeta de crédito,Montevideo,180+,207,22640.0,716,0.656,0.6492,5,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,11758.2485,7944,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 22,640 en 6 cuotas de $U 3,019 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106323,Retail,Préstamo personal,Salto,91-180,116,52440.0,483,0.594,0.4297,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,18027.1521,6551,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 52,440 en 6 cuotas de $U 6,992 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106324,Retail,Préstamo personal,Canelones,91-180,139,32000.0,456,0.644,0.3099,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,SMS,5454.2854,9705,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 17,600 (45% de descuento sobre $U 32,000) cancela toda su deuda. Es por tiempo limitado."
KB-106325,Retail,Préstamo personal,Montevideo,31-60,36,24350.0,476,0.599,0.6225,5,Media,Plan de cuotas,0.1,3,Llamada,13642.6336,7486,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 24,350 en 3 cuotas de $U 7,305 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106326,Retail,Tarjeta de crédito,Montevideo,91-180,151,9950.0,698,0.451,0.9538,10,Alta,Pago total facilitado,0.05,1,Llamada,9015.7079,8635,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 9,950. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 9,452. ¿Coordinamos el pago?"
KB-106327,Retail,Crédito automotor,Maldonado,180+,195,22200.0,703,0.572,0.8266,7,Alta,Pago total facilitado,0.05,1,SMS,17432.7106,6676,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 22,200. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 21,090. ¿Coordinamos el pago?"
KB-106328,Retail,Microcrédito,Montevideo,31-60,33,33460.0,493,0.43,0.7711,6,Alta,Pago total facilitado,0.05,1,SMS,24511.9376,5400,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 33,460. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 31,787. ¿Coordinamos el pago?"
KB-106329,Retail,Tarjeta de crédito,Rocha,1-30,14,65150.0,597,0.61,0.776,6,Alta,Recordatorio suave,0.0,1,WhatsApp,50558.0777,3064,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 65,150 (ref. KB-106329). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106330,Retail,Préstamo personal,Montevideo,61-90,67,86870.0,495,0.055,0.3549,3,Media,Plan de cuotas,0.1,3,WhatsApp,27749.8098,4974,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 86,870 en 3 cuotas de $U 26,061 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106331,Pyme,Tarjeta de crédito,Canelones,180+,255,207640.0,524,0.272,0.0485,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,5538.3471,9681,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 114,202 (45% de descuento sobre $U 207,640) cancela toda su deuda. Es por tiempo limitado."
KB-106332,Retail,Crédito automotor,Soriano,61-90,88,13670.0,721,0.481,0.9665,10,Alta,Pago total facilitado,0.05,1,Email,12551.137,7744,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 13,670. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 12,986. ¿Coordinamos el pago?"
KB-106333,Retail,Financiación retail,Montevideo,61-90,78,46930.0,544,0.635,0.2102,3,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,6906.2928,9252,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 32,851 (30% de descuento sobre $U 46,930) cancela toda su deuda. Es por tiempo limitado."
KB-106334,Retail,Préstamo personal,Montevideo,91-180,144,42240.0,641,0.338,0.2071,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,4811.4479,9913,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 23,232 (45% de descuento sobre $U 42,240) cancela toda su deuda. Es por tiempo limitado."
KB-106335,Retail,Crédito automotor,Colonia,180+,396,82230.0,532,0.307,0.0762,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Llamada,3446.2071,10391,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 45,227 (45% de descuento sobre $U 82,230) cancela toda su deuda. Es por tiempo limitado."
KB-106336,Retail,Tarjeta de crédito,Colonia,31-60,35,45010.0,512,0.468,0.7457,6,Alta,Pago total facilitado,0.05,1,SMS,31884.4489,4447,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 45,010. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 42,760. ¿Coordinamos el pago?"
KB-106337,Corporativo,Cuenta corriente,Montevideo,1-30,14,882800.0,567,0.788,0.7677,6,Alta,Recordatorio suave,0.0,1,Llamada,677746.2728,195,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 882,800 (ref. KB-106337). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106338,Pyme,Microcrédito,Rivera,1-30,19,79690.0,624,0.35,0.9196,9,Alta,Recordatorio suave,0.0,1,WhatsApp,73286.6185,2262,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 79,690 (ref. KB-106338). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106339,Retail,Tarjeta de crédito,Canelones,91-180,165,39410.0,533,0.658,0.0753,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,1632.0927,11191,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 21,676 (45% de descuento sobre $U 39,410) cancela toda su deuda. Es por tiempo limitado."
KB-106340,Retail,Crédito automotor,Durazno,61-90,72,15360.0,484,0.43,0.1577,2,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,1695.556,11160,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 10,752 (30% de descuento sobre $U 15,360) cancela toda su deuda. Es por tiempo limitado."
KB-106341,Retail,Crédito automotor,San José,31-60,31,8740.0,569,0.406,0.9135,8,Alta,Pago total facilitado,0.05,1,WhatsApp,7584.8591,9043,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 8,740. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 8,303. ¿Coordinamos el pago?"
KB-106342,Retail,Tarjeta de crédito,Montevideo,1-30,22,42940.0,703,0.639,0.9747,10,Alta,Recordatorio suave,0.0,1,Llamada,41854.5962,3616,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 42,940 (ref. KB-106342). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106343,Corporativo,Cuenta corriente,Montevideo,31-60,56,458560.0,590,0.444,0.6891,6,Alta,Pago total facilitado,0.05,1,Llamada,300203.0924,547,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 458,560. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 435,632. ¿Coordinamos el pago?"
KB-106344,Corporativo,Préstamo personal,Canelones,180+,295,1132700.0,295,0.294,0.0113,1,Baja,Derivación a gestión especializada,0.15,12,Llamada,10922.561,8150,0,"Hola, le escribimos de su gestor de cobranzas. Su caso (ref. KB-106344, saldo $U 1,132,700) fue asignado a un gestor especializado que puede estructurar un plan de hasta 12 cuotas. Le contactaremos para encontrar la mejor solución."
KB-106345,Retail,Cuenta corriente,Canelones,61-90,73,17980.0,437,0.525,0.0901,1,Baja,Quita agresiva por pago único,0.3,1,SMS,1133.8501,11456,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 12,586 (30% de descuento sobre $U 17,980) cancela toda su deuda. Es por tiempo limitado."
KB-106346,Retail,Financiación retail,San José,180+,208,37310.0,711,0.376,0.5012,4,Media,Plan de cuotas + quita moderada,0.2,6,Email,14958.6493,7187,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 37,310 en 6 cuotas de $U 4,975 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106347,Corporativo,Financiación retail,Montevideo,1-30,26,478920.0,637,0.633,0.9566,10,Alta,Recordatorio suave,0.0,1,Llamada,458153.415,350,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 478,920 (ref. KB-106347). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106348,Retail,Tarjeta de crédito,Rocha,180+,262,42830.0,402,0.361,0.0185,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,434.7701,11872,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 23,557 (45% de descuento sobre $U 42,830) cancela toda su deuda. Es por tiempo limitado."
KB-106349,Corporativo,Crédito automotor,Montevideo,61-90,72,401220.0,650,0.45,0.8654,8,Alta,Pago total facilitado,0.05,1,Llamada,329845.6396,496,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 401,220. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 381,159. ¿Coordinamos el pago?"
KB-106350,Retail,Cuenta corriente,Montevideo,91-180,168,29650.0,634,0.445,0.6151,5,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,14589.7061,7275,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 29,650 en 6 cuotas de $U 3,953 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106351,Pyme,Financiación retail,San José,31-60,51,305090.0,451,0.491,0.368,4,Media,Plan de cuotas,0.1,3,Llamada,101038.7401,1693,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 305,090 en 3 cuotas de $U 91,527 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106352,Pyme,Préstamo personal,Montevideo,31-60,57,98920.0,603,0.732,0.8339,7,Alta,Pago total facilitado,0.05,1,Llamada,78369.6072,2123,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 98,920. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 93,974. ¿Coordinamos el pago?"
KB-106353,Retail,Microcrédito,Montevideo,1-30,0,28190.0,493,0.824,0.8954,8,Alta,Recordatorio suave,0.0,1,SMS,25241.5588,5291,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 28,190 (ref. KB-106353). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106354,Corporativo,Tarjeta de crédito,Montevideo,91-180,119,321490.0,734,0.701,0.9075,8,Alta,Pago total facilitado,0.05,1,Llamada,277169.8469,593,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 321,490. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 305,416. ¿Coordinamos el pago?"
KB-106355,Pyme,Préstamo personal,Lavalleja,1-30,26,67810.0,284,0.473,0.0845,1,Baja,Quita agresiva por pago único,0.3,1,Llamada,4011.3202,10182,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 47,467 (30% de descuento sobre $U 67,810) cancela toda su deuda. Es por tiempo limitado."
KB-106356,Retail,Financiación retail,Canelones,180+,199,66710.0,514,0.226,0.1715,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,6291.1398,9438,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 36,690 (45% de descuento sobre $U 66,710) cancela toda su deuda. Es por tiempo limitado."
KB-106357,Pyme,Microcrédito,Rivera,31-60,45,68990.0,664,0.532,0.8587,8,Alta,Pago total facilitado,0.05,1,Email,56282.519,2801,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 68,990. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 65,540. ¿Coordinamos el pago?"
KB-106358,Pyme,Financiación retail,Canelones,1-30,11,108400.0,439,0.513,0.6751,6,Alta,Recordatorio suave,0.0,1,Llamada,73175.7611,2265,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 108,400 (ref. KB-106358). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106359,Pyme,Préstamo personal,Montevideo,91-180,95,127070.0,489,0.229,0.2217,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,15491.7994,7080,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 69,888 (45% de descuento sobre $U 127,070) cancela toda su deuda. Es por tiempo limitado."
KB-106360,Retail,Préstamo personal,Montevideo,1-30,24,58260.0,656,0.548,0.9024,8,Alta,Recordatorio suave,0.0,1,Llamada,52575.6889,2971,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 58,260 (ref. KB-106360). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106361,Pyme,Microcrédito,Artigas,91-180,155,85590.0,720,0.807,0.7139,6,Alta,Pago total facilitado,0.05,1,Email,58043.568,2727,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 85,590. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 81,310. ¿Coordinamos el pago?"
KB-106362,Retail,Tarjeta de crédito,Canelones,31-60,60,58920.0,776,0.524,0.9567,10,Alta,Pago total facilitado,0.05,1,WhatsApp,53551.6422,2915,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 58,920. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 55,974. ¿Coordinamos el pago?"
KB-106363,Retail,Tarjeta de crédito,Montevideo,180+,239,9690.0,640,0.567,0.4958,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,3843.7653,10246,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 9,690 en 6 cuotas de $U 1,292 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106364,Retail,Financiación retail,Colonia,91-180,141,20100.0,723,0.539,0.953,10,Alta,Pago total facilitado,0.05,1,SMS,18197.1288,6512,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 20,100. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 19,095. ¿Coordinamos el pago?"
KB-106365,Retail,Microcrédito,Montevideo,180+,291,87170.0,250,0.535,0.0417,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,1997.1954,10992,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 47,944 (45% de descuento sobre $U 87,170) cancela toda su deuda. Es por tiempo limitado."
KB-106366,Retail,Préstamo personal,Montevideo,1-30,12,31920.0,628,0.43,0.9308,9,Alta,Recordatorio suave,0.0,1,SMS,29709.8142,4713,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 31,920 (ref. KB-106366). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106367,Pyme,Microcrédito,Montevideo,31-60,54,87660.0,612,0.607,0.9419,9,Alta,Pago total facilitado,0.05,1,WhatsApp,78439.021,2119,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 87,660. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 83,277. ¿Coordinamos el pago?"
KB-106368,Retail,Cuenta corriente,Canelones,1-30,23,6210.0,560,0.397,0.8817,8,Alta,Recordatorio suave,0.0,1,WhatsApp,5475.0754,9701,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 6,210 (ref. KB-106368). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-106369,Pyme,Cuenta corriente,Montevideo,31-60,55,120180.0,613,0.343,0.9623,10,Alta,Pago total facilitado,0.05,1,WhatsApp,109869.7241,1561,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 120,180. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 114,171. ¿Coordinamos el pago?"
KB-106370,Pyme,Préstamo personal,Maldonado,91-180,98,140460.0,310,0.74,0.02,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,1545.1122,11233,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 77,253 (45% de descuento sobre $U 140,460) cancela toda su deuda. Es por tiempo limitado."
KB-106371,Retail,Préstamo personal,Lavalleja,91-180,140,28590.0,890,0.619,0.9522,9,Alta,Pago total facilitado,0.05,1,SMS,25861.4014,5201,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 28,590. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 27,160. ¿Coordinamos el pago?"
KB-106372,Retail,Microcrédito,Canelones,180+,295,14920.0,440,0.382,0.1379,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,1131.3399,11457,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 8,206 (45% de descuento sobre $U 14,920) cancela toda su deuda. Es por tiempo limitado."
KB-106373,Retail,Préstamo personal,Montevideo,1-30,25,10890.0,553,0.656,0.5817,5,Media,Plan de cuotas,0.1,3,WhatsApp,5701.2804,9631,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 10,890 en 3 cuotas de $U 3,267 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106374,Retail,Microcrédito,Montevideo,180+,264,16070.0,503,0.398,0.0426,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,376.3206,11908,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 8,838 (45% de descuento sobre $U 16,070) cancela toda su deuda. Es por tiempo limitado."
KB-106375,Retail,Préstamo personal,Montevideo,1-30,13,28750.0,584,0.637,0.5838,5,Media,Plan de cuotas,0.1,3,WhatsApp,15106.3458,7155,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 28,750 en 3 cuotas de $U 8,625 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106376,Retail,Préstamo personal,Paysandú,1-30,7,30730.0,365,0.808,0.4153,4,Media,Plan de cuotas,0.1,3,WhatsApp,11486.445,8013,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 30,730 en 3 cuotas de $U 9,219 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106377,Pyme,Préstamo personal,Salto,91-180,101,510600.0,593,0.771,0.7211,6,Alta,Pago total facilitado,0.05,1,Llamada,349776.9639,465,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 510,600. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 485,070. ¿Coordinamos el pago?"
KB-106378,Retail,Financiación retail,Colonia,61-90,87,86860.0,568,0.529,0.5915,5,Media,Plan de cuotas,0.1,3,Llamada,46236.823,3334,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 86,860 en 3 cuotas de $U 26,058 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-106379,Retail,Tarjeta de crédito,Montevideo,180+,212,34600.0,419,0.588,0.0341,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,SMS,648.8184,11726,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 19,030 (45% de descuento sobre $U 34,600) cancela toda su deuda. Es por tiempo limitado."
KB-106380,Retail,Préstamo personal,Paysandú,61-90,72,59020.0,443,0.554,0.7069,6,Alta,Pago total facilitado,0.05,1,WhatsApp,39637.0257,3771,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 59,020. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 56,069. ¿Coordinamos el pago?"
