id_gestion,gestor_id,gestor,tipo_gestor,mes,fecha_gestion,id_deudor,documento,segmento,producto,departamento,tramo_mora,canal,usa_kobra,calidad_gestion,sentimiento_cliente,emocion_dominante,tecnicas_usadas,resultado,fecha_compromiso,fecha_pago,monto_gestionado,monto_acordado,cuotas,descuento,recupero,notas
GE-0003624,IA01,Gestor IA01,IA,2026-02,2026-02-10,KB-104129,,Retail,Microcrédito,Cerro Largo,1-30,Llamada,True,89.0,0.706,intencion_pago,5,Pago,,2026-02-10,21730.0,21730.0,1,0.0,18787.0,Abonó el total de la deuda.
GE-0003625,IA01,Gestor IA01,IA,2026-02,2026-02-12,KB-100982,,Retail,Préstamo personal,Canelones,31-60,WhatsApp,True,81.0,-0.069,objecion,5,Pago,,2026-02-12,69810.0,66320.0,1,0.05,66738.0,Abonó el total de la deuda.
GE-0003626,IA01,Gestor IA01,IA,2026-02,2026-02-24,KB-109546,,Retail,Tarjeta de crédito,Montevideo,91-180,Llamada,True,83.5,-0.118,dificultad_economica,5,Promesa,2026-02-28,,8810.0,8810.0,5,0.0,4510.0,Arreglo de pago acordado; enviar comprobante.
GE-0003627,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-107621,,Retail,Préstamo personal,Montevideo,61-90,Llamada,True,83.2,0.158,neutro,4,Sin acuerdo,,,34010.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003628,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-104819,,Retail,Microcrédito,Canelones,180+,Llamada,True,79.6,-0.561,enojo,4,Promesa,2026-02-28,,17590.0,17590.0,6,0.0,5596.0,Arreglo de pago acordado; enviar comprobante.
GE-0003629,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-101903,,Retail,Microcrédito,Montevideo,1-30,Llamada,True,87.8,0.252,neutro,6,Sin acuerdo,,,36490.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003630,IA01,Gestor IA01,IA,2026-02,2026-02-04,KB-102499,,Retail,Financiación retail,Canelones,1-30,Llamada,True,78.8,-0.428,frustracion,5,No contactado,,,24250.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0003631,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-108027,,Pyme,Microcrédito,Colonia,91-180,Llamada,True,80.6,-0.471,frustracion,5,Sin acuerdo,,,564900.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003632,IA01,Gestor IA01,IA,2026-02,2026-02-20,KB-102597,,Retail,Financiación retail,Montevideo,91-180,Llamada,True,83.1,-0.221,dificultad_economica,4,Promesa,2026-02-25,,47520.0,47520.0,2,0.0,14751.0,Arreglo de pago acordado; enviar comprobante.
GE-0003633,IA01,Gestor IA01,IA,2026-02,2026-02-26,KB-108123,,Retail,Tarjeta de crédito,Montevideo,1-30,Llamada,True,82.8,0.466,intencion_pago,6,Pago,,2026-02-26,6290.0,5976.0,1,0.05,5599.0,Abonó el total de la deuda.
GE-0003634,IA01,Gestor IA01,IA,2026-02,2026-02-19,KB-111356,,Retail,Tarjeta de crédito,Canelones,91-180,Llamada,True,85.7,0.065,ansiedad,5,Sin acuerdo,,,40470.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003635,IA01,Gestor IA01,IA,2026-02,2026-02-16,KB-101792,,Pyme,Crédito automotor,Maldonado,91-180,WhatsApp,True,83.4,0.039,ansiedad,3,Promesa,2026-02-21,,41670.0,41670.0,5,0.0,22365.0,Arreglo de pago acordado; enviar comprobante.
GE-0003636,IA01,Gestor IA01,IA,2026-02,2026-02-13,KB-106023,,Corporativo,Tarjeta de crédito,Montevideo,1-30,Llamada,True,84.0,0.062,neutro,5,Pago,,2026-02-13,1501590.0,1501590.0,1,0.0,1464773.0,Abonó el total de la deuda.
GE-0003637,IA01,Gestor IA01,IA,2026-02,2026-02-26,KB-110135,,Retail,Financiación retail,Montevideo,91-180,WhatsApp,True,87.2,-0.373,frustracion,4,Promesa,2026-02-28,,43770.0,43770.0,3,0.0,20277.0,Arreglo de pago acordado; enviar comprobante.
GE-0003638,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-111332,,Retail,Crédito automotor,Canelones,180+,Llamada,True,83.8,-0.417,frustracion,6,Fallecido,,,31330.0,0.0,0,0.0,0.0,Titular fallecido; derivar a legales.
GE-0003639,IA01,Gestor IA01,IA,2026-02,2026-02-02,KB-104176,,Corporativo,Microcrédito,Canelones,31-60,WhatsApp,True,79.2,-0.087,frustracion,4,Promesa,2026-02-07,,844450.0,844450.0,3,0.0,293688.0,Arreglo de pago acordado; enviar comprobante.
GE-0003640,IA01,Gestor IA01,IA,2026-02,2026-02-02,KB-100258,,Retail,Préstamo personal,Montevideo,1-30,WhatsApp,True,80.3,-0.593,enojo,5,Promesa,2026-02-07,,36580.0,36580.0,4,0.0,16825.0,Arreglo de pago acordado; enviar comprobante.
GE-0003641,IA01,Gestor IA01,IA,2026-02,2026-02-06,KB-106774,,Pyme,Tarjeta de crédito,Montevideo,1-30,WhatsApp,True,82.1,0.583,intencion_pago,5,Promesa,2026-02-11,,205950.0,185355.0,4,0.1,112126.0,Arreglo de pago acordado; enviar comprobante.
GE-0003642,IA01,Gestor IA01,IA,2026-02,2026-02-21,KB-108115,,Retail,Préstamo personal,Maldonado,91-180,WhatsApp,True,79.6,-0.368,frustracion,5,No contactado,,,17390.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0003643,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-110101,,Pyme,Préstamo personal,Montevideo,61-90,WhatsApp,True,89.3,-0.12,ansiedad,4,Promesa,2026-02-23,,126030.0,88221.0,5,0.3,39867.0,Arreglo de pago acordado; enviar comprobante.
GE-0003644,IA01,Gestor IA01,IA,2026-02,2026-02-16,KB-107251,,Corporativo,Microcrédito,Montevideo,61-90,WhatsApp,True,82.4,-0.278,ansiedad,4,Pago,,2026-02-16,330510.0,330510.0,1,0.0,238091.0,Abonó el total de la deuda.
GE-0003645,IA01,Gestor IA01,IA,2026-02,2026-02-12,KB-104384,,Pyme,Microcrédito,Montevideo,1-30,WhatsApp,True,85.2,0.011,ansiedad,2,Promesa,2026-02-17,,496260.0,496260.0,3,0.0,176353.0,Arreglo de pago acordado; enviar comprobante.
GE-0003646,IA01,Gestor IA01,IA,2026-02,2026-02-28,KB-101684,,Retail,Préstamo personal,Montevideo,91-180,Llamada,True,84.8,0.324,neutro,4,Sin acuerdo,,,14310.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003647,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-101882,,Corporativo,Préstamo personal,Montevideo,1-30,WhatsApp,True,84.9,0.104,neutro,4,Promesa,2026-02-28,,362350.0,326115.0,3,0.1,160311.0,Arreglo de pago acordado; enviar comprobante.
GE-0003648,IA01,Gestor IA01,IA,2026-02,2026-02-05,KB-108158,,Retail,Préstamo personal,Montevideo,91-180,Llamada,True,78.6,0.081,ansiedad,2,Pago,,2026-02-05,18720.0,18720.0,1,0.0,14472.0,Abonó el total de la deuda.
GE-0003649,IA01,Gestor IA01,IA,2026-02,2026-02-20,KB-107184,,Corporativo,Tarjeta de crédito,Montevideo,31-60,WhatsApp,True,89.3,-0.49,enojo,5,Informado,,,1126700.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0003650,IA01,Gestor IA01,IA,2026-02,2026-02-28,KB-110405,,Pyme,Microcrédito,Montevideo,180+,Llamada,True,81.5,-0.52,frustracion,6,Pago,,2026-02-28,104940.0,99693.0,1,0.05,68872.0,Abonó el total de la deuda.
GE-0003651,IA01,Gestor IA01,IA,2026-02,2026-02-19,KB-111066,,Retail,Préstamo personal,Montevideo,1-30,WhatsApp,True,90.0,0.443,intencion_pago,5,Promesa,2026-02-24,,65390.0,58851.0,2,0.1,32686.0,Arreglo de pago acordado; enviar comprobante.
GE-0003652,IA01,Gestor IA01,IA,2026-02,2026-02-10,KB-109296,,Retail,Tarjeta de crédito,Soriano,1-30,WhatsApp,True,81.2,0.622,intencion_pago,4,Pago,,2026-02-10,59370.0,56402.0,1,0.05,58114.0,Abonó el total de la deuda.
GE-0003653,IA01,Gestor IA01,IA,2026-02,2026-02-12,KB-103286,,Retail,Tarjeta de crédito,Montevideo,91-180,Llamada,True,86.9,-0.077,frustracion,4,Sin acuerdo,,,11520.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003654,IA01,Gestor IA01,IA,2026-02,2026-02-09,KB-105688,,Pyme,Financiación retail,Montevideo,1-30,Llamada,True,84.3,-0.341,frustracion,4,Sin acuerdo,,,83000.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003655,IA01,Gestor IA01,IA,2026-02,2026-02-12,KB-100621,,Retail,Microcrédito,Soriano,1-30,Llamada,True,82.4,0.089,objecion,5,Promesa,2026-02-17,,24110.0,19288.0,3,0.2,11617.0,Arreglo de pago acordado; enviar comprobante.
GE-0003656,IA01,Gestor IA01,IA,2026-02,2026-02-23,KB-106241,,Retail,Préstamo personal,Montevideo,91-180,Llamada,True,87.1,-0.297,dificultad_economica,3,Pago,,2026-02-23,133700.0,133700.0,1,0.0,114331.0,Abonó el total de la deuda.
GE-0003657,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-111589,,Pyme,Microcrédito,Montevideo,1-30,Llamada,True,79.0,-0.361,ansiedad,3,Promesa,2026-02-08,,38740.0,36803.0,1,0.05,20113.0,Arreglo de pago acordado; enviar comprobante.
GE-0003658,IA01,Gestor IA01,IA,2026-02,2026-02-09,KB-106265,,Retail,Financiación retail,Maldonado,31-60,Llamada,True,88.5,0.641,intencion_pago,3,Promesa,2026-02-14,,65280.0,65280.0,4,0.0,27904.0,Arreglo de pago acordado; enviar comprobante.
GE-0003659,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-104605,,Retail,Crédito automotor,Montevideo,180+,Llamada,True,85.2,-0.135,frustracion,6,Promesa,2026-02-28,,23000.0,23000.0,6,0.0,6936.0,Arreglo de pago acordado; enviar comprobante.
GE-0003660,IA01,Gestor IA01,IA,2026-02,2026-02-24,KB-111528,,Corporativo,Préstamo personal,Canelones,180+,WhatsApp,True,81.6,0.191,objecion,5,Promesa,2026-02-28,,242410.0,242410.0,1,0.0,75315.0,Arreglo de pago acordado; enviar comprobante.
GE-0003661,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-108846,,Retail,Préstamo personal,San José,61-90,WhatsApp,True,79.5,-0.482,enojo,4,Pago,,2026-02-27,43630.0,41448.0,1,0.05,31919.0,Abonó el total de la deuda.
GE-0003662,IA01,Gestor IA01,IA,2026-02,2026-02-09,KB-101239,,Pyme,Crédito automotor,Montevideo,91-180,WhatsApp,True,79.6,-0.3,frustracion,5,Sin acuerdo,,,87250.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003663,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-104703,,Pyme,Cuenta corriente,Maldonado,31-60,WhatsApp,True,75.8,-0.171,objecion,4,Promesa,2026-02-28,,92450.0,83205.0,3,0.1,48113.0,Arreglo de pago acordado; enviar comprobante.
GE-0003664,IA01,Gestor IA01,IA,2026-02,2026-02-06,KB-107128,,Retail,Tarjeta de crédito,Montevideo,1-30,Llamada,True,88.9,0.151,neutro,4,Promesa,2026-02-11,,16350.0,16350.0,4,0.0,8218.0,Arreglo de pago acordado; enviar comprobante.
GE-0003665,IA01,Gestor IA01,IA,2026-02,2026-02-24,KB-110530,,Retail,Microcrédito,Colonia,1-30,Llamada,True,83.1,0.613,intencion_pago,6,Pago,,2026-02-24,55890.0,55890.0,1,0.0,46541.0,Abonó el total de la deuda.
GE-0003666,IA01,Gestor IA01,IA,2026-02,2026-02-22,KB-104868,,Corporativo,Tarjeta de crédito,Montevideo,1-30,WhatsApp,True,84.7,0.498,intencion_pago,3,Pago,,2026-02-22,539650.0,485685.0,1,0.1,420881.0,Abonó el total de la deuda.
GE-0003667,IA01,Gestor IA01,IA,2026-02,2026-02-10,KB-100247,,Pyme,Préstamo personal,Soriano,91-180,Llamada,True,84.2,-0.331,enojo,3,No contactado,,,504570.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0003668,IA01,Gestor IA01,IA,2026-02,2026-02-06,KB-103050,,Retail,Financiación retail,Montevideo,61-90,WhatsApp,True,87.4,0.142,neutro,4,Promesa,2026-02-11,,4420.0,4420.0,5,0.0,1460.0,Arreglo de pago acordado; enviar comprobante.
GE-0003669,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-103558,,Pyme,Préstamo personal,Canelones,1-30,Llamada,True,79.4,0.758,intencion_pago,4,Sin acuerdo,,,87100.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003670,IA01,Gestor IA01,IA,2026-02,2026-02-05,KB-100920,,Retail,Préstamo personal,Montevideo,1-30,WhatsApp,True,89.9,-0.038,ansiedad,6,Sin acuerdo,,,46450.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003671,IA01,Gestor IA01,IA,2026-02,2026-02-16,KB-101458,,Pyme,Préstamo personal,Montevideo,91-180,WhatsApp,True,83.4,-0.589,enojo,3,No contactado,,,143150.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0003672,IA01,Gestor IA01,IA,2026-02,2026-02-16,KB-102593,,Retail,Préstamo personal,Cerro Largo,1-30,Llamada,True,84.1,-0.075,ansiedad,5,Promesa,2026-02-21,,57620.0,54739.0,2,0.05,28481.0,Arreglo de pago acordado; enviar comprobante.
GE-0003673,IA01,Gestor IA01,IA,2026-02,2026-02-20,KB-101539,,Corporativo,Crédito automotor,Montevideo,1-30,WhatsApp,True,76.7,-0.09,ansiedad,4,Promesa,2026-02-25,,269230.0,255768.0,6,0.05,98029.0,Arreglo de pago acordado; enviar comprobante.
GE-0003674,IA01,Gestor IA01,IA,2026-02,2026-02-25,KB-103555,,Pyme,Microcrédito,Montevideo,61-90,Llamada,True,86.2,0.207,objecion,3,Promesa,2026-02-28,,115680.0,115680.0,6,0.0,58763.0,Arreglo de pago acordado; enviar comprobante.
GE-0003675,IA01,Gestor IA01,IA,2026-02,2026-02-16,KB-100014,,Retail,Tarjeta de crédito,Canelones,91-180,Llamada,True,81.9,-0.228,dificultad_economica,4,Pago,,2026-02-16,33290.0,33290.0,1,0.0,31072.0,Abonó el total de la deuda.
GE-0003676,IA01,Gestor IA01,IA,2026-02,2026-02-17,KB-109888,,Corporativo,Crédito automotor,Canelones,61-90,Llamada,True,87.3,-0.09,neutro,5,Promesa,2026-02-22,,636490.0,636490.0,1,0.0,245839.0,Arreglo de pago acordado; enviar comprobante.
GE-0003677,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-103459,,Retail,Tarjeta de crédito,Maldonado,61-90,WhatsApp,True,80.3,-0.295,enojo,4,Sin acuerdo,,,40920.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003678,IA01,Gestor IA01,IA,2026-02,2026-02-06,KB-110453,,Retail,Microcrédito,Rocha,31-60,WhatsApp,True,80.5,0.143,neutro,5,Pago,,2026-02-06,46810.0,46810.0,1,0.0,34847.0,Abonó el total de la deuda.
GE-0003679,IA01,Gestor IA01,IA,2026-02,2026-02-13,KB-100108,,Retail,Tarjeta de crédito,Montevideo,1-30,WhatsApp,True,82.4,-0.158,frustracion,4,Promesa,2026-02-18,,22430.0,21308.0,1,0.05,8898.0,Arreglo de pago acordado; enviar comprobante.
GE-0003680,IA01,Gestor IA01,IA,2026-02,2026-02-02,KB-110484,,Pyme,Préstamo personal,Rivera,1-30,WhatsApp,True,79.0,0.127,neutro,2,Informado,,,202180.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0003681,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-102899,,Retail,Tarjeta de crédito,Montevideo,1-30,Llamada,True,83.6,0.759,intencion_pago,4,Promesa,2026-02-28,,21520.0,20444.0,1,0.05,10901.0,Arreglo de pago acordado; enviar comprobante.
GE-0003682,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-101715,,Retail,Préstamo personal,Montevideo,1-30,Llamada,True,81.3,-0.297,frustracion,3,Fallecido,,,17340.0,0.0,0,0.0,0.0,Titular fallecido; derivar a legales.
GE-0003683,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-106996,,Pyme,Préstamo personal,Montevideo,91-180,WhatsApp,True,88.7,-0.129,frustracion,4,Pago,,2026-02-27,53950.0,43160.0,1,0.2,33288.0,Abonó el total de la deuda.
GE-0003684,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-101064,,Corporativo,Préstamo personal,Montevideo,91-180,Llamada,True,88.4,-0.103,objecion,4,Promesa,2026-02-08,,101220.0,101220.0,1,0.0,49649.0,Arreglo de pago acordado; enviar comprobante.
GE-0003685,IA01,Gestor IA01,IA,2026-02,2026-02-25,KB-103187,,Retail,Préstamo personal,Maldonado,1-30,Llamada,True,87.0,0.7,intencion_pago,5,Pago,,2026-02-25,32430.0,32430.0,1,0.0,26679.0,Abonó el total de la deuda.
GE-0003686,IA01,Gestor IA01,IA,2026-02,2026-02-24,KB-103431,,Corporativo,Crédito automotor,Maldonado,31-60,Llamada,True,89.1,0.488,intencion_pago,4,Promesa,2026-02-28,,228370.0,228370.0,5,0.0,90987.0,Arreglo de pago acordado; enviar comprobante.
GE-0003687,IA01,Gestor IA01,IA,2026-02,2026-02-20,KB-105679,,Retail,Tarjeta de crédito,Paysandú,31-60,WhatsApp,True,82.9,-0.221,ansiedad,4,Promesa,2026-02-25,,13050.0,13050.0,6,0.0,6784.0,Arreglo de pago acordado; enviar comprobante.
GE-0003688,IA01,Gestor IA01,IA,2026-02,2026-02-05,KB-102109,,Retail,Préstamo personal,Tacuarembó,1-30,Llamada,True,77.3,-0.275,ansiedad,4,Promesa,2026-02-10,,22460.0,22460.0,3,0.0,13206.0,Arreglo de pago acordado; enviar comprobante.
GE-0003689,IA01,Gestor IA01,IA,2026-02,2026-02-23,KB-100721,,Retail,Tarjeta de crédito,Canelones,31-60,Llamada,True,86.9,0.217,neutro,2,Pago,,2026-02-23,27460.0,27460.0,1,0.0,27008.0,Abonó el total de la deuda.
GE-0003690,IA01,Gestor IA01,IA,2026-02,2026-02-23,KB-111628,,Corporativo,Tarjeta de crédito,Soriano,31-60,WhatsApp,True,86.0,-0.44,enojo,4,Informado,,,2153430.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0003691,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-110850,,Corporativo,Tarjeta de crédito,Canelones,91-180,Llamada,True,76.9,-0.375,enojo,5,Sin acuerdo,,,984450.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003692,IA01,Gestor IA01,IA,2026-02,2026-02-05,KB-111798,,Retail,Tarjeta de crédito,Salto,61-90,Llamada,True,88.8,-0.078,frustracion,4,Pago,,2026-02-05,8490.0,6792.0,1,0.2,8368.0,Abonó el total de la deuda.
GE-0003693,IA01,Gestor IA01,IA,2026-02,2026-02-18,KB-110360,,Retail,Microcrédito,Maldonado,1-30,Llamada,True,85.9,0.209,neutro,5,Promesa,2026-02-23,,17440.0,17440.0,4,0.0,10138.0,Arreglo de pago acordado; enviar comprobante.
GE-0003694,IA01,Gestor IA01,IA,2026-02,2026-02-06,KB-104155,,Retail,Tarjeta de crédito,Florida,1-30,WhatsApp,True,80.3,0.728,intencion_pago,4,Pago,,2026-02-06,18630.0,18630.0,1,0.0,15580.0,Abonó el total de la deuda.
GE-0003695,IA01,Gestor IA01,IA,2026-02,2026-02-12,KB-100925,,Retail,Préstamo personal,Canelones,1-30,Llamada,True,83.3,0.438,intencion_pago,4,Promesa,2026-02-17,,27800.0,22240.0,1,0.2,16117.0,Arreglo de pago acordado; enviar comprobante.
GE-0003696,IA01,Gestor IA01,IA,2026-02,2026-02-11,KB-105893,,Retail,Préstamo personal,Montevideo,1-30,WhatsApp,True,87.7,0.477,intencion_pago,1,Promesa,2026-02-16,,8330.0,6664.0,5,0.2,4917.0,Arreglo de pago acordado; enviar comprobante.
GE-0003697,IA01,Gestor IA01,IA,2026-02,2026-02-26,KB-105503,,Retail,Tarjeta de crédito,Montevideo,31-60,Llamada,True,84.0,-0.466,enojo,4,Promesa,2026-02-28,,22590.0,22590.0,5,0.0,12948.0,Arreglo de pago acordado; enviar comprobante.
GE-0003698,IA01,Gestor IA01,IA,2026-02,2026-02-04,KB-111241,,Retail,Tarjeta de crédito,Canelones,61-90,WhatsApp,True,82.4,-0.222,dificultad_economica,6,Promesa,2026-02-09,,19880.0,19880.0,1,0.0,7176.0,Arreglo de pago acordado; enviar comprobante.
GE-0003699,IA01,Gestor IA01,IA,2026-02,2026-02-21,KB-104434,,Corporativo,Préstamo personal,Montevideo,91-180,Llamada,True,85.9,0.029,dificultad_economica,4,Sin acuerdo,,,8000000.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003700,IA01,Gestor IA01,IA,2026-02,2026-02-19,KB-101415,,Pyme,Préstamo personal,Montevideo,180+,WhatsApp,True,77.7,-0.202,dificultad_economica,5,Sin acuerdo,,,201480.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003701,IA01,Gestor IA01,IA,2026-02,2026-02-26,KB-109493,,Retail,Financiación retail,Salto,1-30,WhatsApp,True,83.8,-0.038,ansiedad,2,Promesa,2026-02-28,,35810.0,35810.0,2,0.0,17514.0,Arreglo de pago acordado; enviar comprobante.
GE-0003702,IA01,Gestor IA01,IA,2026-02,2026-02-21,KB-102989,,Retail,Financiación retail,Montevideo,31-60,Llamada,True,79.5,0.078,objecion,3,Pago,,2026-02-21,27990.0,27990.0,1,0.0,20368.0,Abonó el total de la deuda.
GE-0003703,IA01,Gestor IA01,IA,2026-02,2026-02-16,KB-101923,,Pyme,Préstamo personal,Montevideo,61-90,Llamada,True,80.2,0.122,objecion,5,Pago,,2026-02-16,158470.0,142623.0,1,0.1,113799.0,Abonó el total de la deuda.
GE-0003704,IA01,Gestor IA01,IA,2026-02,2026-02-01,KB-103352,,Retail,Préstamo personal,Montevideo,91-180,WhatsApp,True,86.8,-0.023,objecion,4,Promesa,2026-02-06,,59820.0,53838.0,4,0.1,31218.0,Arreglo de pago acordado; enviar comprobante.
GE-0003705,IA01,Gestor IA01,IA,2026-02,2026-02-06,KB-111038,,Retail,Tarjeta de crédito,Montevideo,1-30,WhatsApp,True,88.5,0.508,intencion_pago,4,Promesa,2026-02-11,,48780.0,39024.0,4,0.2,27057.0,Arreglo de pago acordado; enviar comprobante.
GE-0003706,IA01,Gestor IA01,IA,2026-02,2026-02-24,KB-105533,,Retail,Préstamo personal,Canelones,91-180,Llamada,True,87.4,0.09,ansiedad,4,Sin acuerdo,,,34060.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003707,IA01,Gestor IA01,IA,2026-02,2026-02-26,KB-109687,,Corporativo,Préstamo personal,Montevideo,1-30,Llamada,True,84.4,-0.52,enojo,5,Pago,,2026-02-26,614020.0,552618.0,1,0.1,588656.0,Abonó el total de la deuda.
GE-0003708,IA01,Gestor IA01,IA,2026-02,2026-02-09,KB-107316,,Corporativo,Financiación retail,Montevideo,1-30,Llamada,True,89.4,-0.085,ansiedad,4,Pago,,2026-02-09,886100.0,886100.0,1,0.0,796886.0,Abonó el total de la deuda.
GE-0003709,IA01,Gestor IA01,IA,2026-02,2026-02-15,KB-101418,,Corporativo,Tarjeta de crédito,Montevideo,91-180,Llamada,True,84.3,-0.192,enojo,4,Pago,,2026-02-15,207830.0,207830.0,1,0.0,133893.0,Abonó el total de la deuda.
GE-0003710,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-109926,,Pyme,Crédito automotor,Paysandú,31-60,WhatsApp,True,81.8,-0.275,ansiedad,3,Pago,,2026-02-03,172180.0,163571.0,1,0.05,169396.0,Abonó el total de la deuda.
GE-0003711,IA01,Gestor IA01,IA,2026-02,2026-02-10,KB-111089,,Corporativo,Préstamo personal,Paysandú,61-90,Llamada,True,92.3,0.002,ansiedad,4,Promesa,2026-02-15,,141600.0,141600.0,5,0.0,46821.0,Arreglo de pago acordado; enviar comprobante.
GE-0003712,IA01,Gestor IA01,IA,2026-02,2026-02-21,KB-101305,,Retail,Crédito automotor,Montevideo,91-180,WhatsApp,True,83.5,-0.191,frustracion,6,Promesa,2026-02-26,,59780.0,47824.0,2,0.2,18917.0,Arreglo de pago acordado; enviar comprobante.
GE-0003713,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-100597,,Corporativo,Tarjeta de crédito,Montevideo,61-90,Llamada,True,92.7,-0.489,enojo,3,Promesa,2026-02-08,,345700.0,241990.0,2,0.3,162711.0,Arreglo de pago acordado; enviar comprobante.
GE-0003714,IA01,Gestor IA01,IA,2026-02,2026-02-13,KB-111459,,Pyme,Préstamo personal,Montevideo,91-180,Llamada,True,86.2,-0.564,enojo,5,Sin acuerdo,,,59790.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003715,IA01,Gestor IA01,IA,2026-02,2026-02-14,KB-102543,,Pyme,Préstamo personal,Montevideo,31-60,WhatsApp,True,88.8,-0.16,objecion,6,Pago,,2026-02-14,280700.0,266665.0,1,0.05,263026.0,Abonó el total de la deuda.
GE-0003716,IA01,Gestor IA01,IA,2026-02,2026-02-20,KB-105711,,Retail,Financiación retail,Rivera,61-90,WhatsApp,True,88.6,-0.138,objecion,4,Informado,,,24080.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0003717,IA01,Gestor IA01,IA,2026-02,2026-02-13,KB-101283,,Corporativo,Tarjeta de crédito,Montevideo,91-180,WhatsApp,True,90.3,-0.122,ansiedad,3,Sin acuerdo,,,786490.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003718,IA01,Gestor IA01,IA,2026-02,2026-02-21,KB-110876,,Retail,Crédito automotor,Montevideo,91-180,Llamada,True,74.7,0.018,dificultad_economica,2,Sin acuerdo,,,27220.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0003719,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-104054,,Pyme,Préstamo personal,Montevideo,61-90,WhatsApp,True,91.7,0.232,objecion,6,Pago,,2026-02-03,38890.0,27223.0,1,0.3,23628.0,Abonó el total de la deuda.
GE-0003720,IA01,Gestor IA01,IA,2026-02,2026-02-27,KB-110534,,Retail,Tarjeta de crédito,Rocha,91-180,WhatsApp,True,86.4,-0.059,ansiedad,4,Promesa,2026-02-28,,28980.0,28980.0,1,0.0,14896.0,Arreglo de pago acordado; enviar comprobante.
GE-0003721,IA01,Gestor IA01,IA,2026-02,2026-02-01,KB-108386,,Corporativo,Tarjeta de crédito,Montevideo,61-90,WhatsApp,True,92.2,-0.086,ansiedad,5,Promesa,2026-02-06,,159030.0,159030.0,6,0.0,62917.0,Arreglo de pago acordado; enviar comprobante.
GE-0003722,IA01,Gestor IA01,IA,2026-02,2026-02-03,KB-109163,,Pyme,Cuenta corriente,Montevideo,31-60,Llamada,True,87.2,0.74,intencion_pago,4,Pago,,2026-02-03,310770.0,310770.0,1,0.0,303032.0,Abonó el total de la deuda.
GE-0003723,IA01,Gestor IA01,IA,2026-02,2026-02-05,KB-107832,,Retail,Préstamo personal,Trinidad,31-60,Llamada,True,84.9,0.428,intencion_pago,3,Pago,,2026-02-05,16720.0,16720.0,1,0.0,16286.0,Abonó el total de la deuda.
