id_deudor,segmento,producto,departamento,monto_deuda,dias_mora,cuotas_atrasadas,antiguedad_cliente_meses,score_buro,ingreso_estimado,pagos_ultimos_12m,promesas_cumplidas,promesas_incumplidas,contactabilidad,gestiones_previas,canal_preferido,pago,tramo_mora
KB-105261,Retail,Tarjeta de crédito,Maldonado,8810.0,14,1,76,624,33600.0,6,5,2,0.787,1,WhatsApp,1,1-30
KB-105262,Pyme,Microcrédito,Maldonado,332350.0,54,1,18,295,23900.0,7,0,1,0.378,2,Llamada,0,31-60
KB-105263,Pyme,Crédito automotor,Canelones,152100.0,13,1,104,449,127200.0,5,2,1,0.462,4,Email,0,1-30
KB-105264,Corporativo,Préstamo personal,Montevideo,5168060.0,19,1,24,386,24000.0,1,5,0,0.72,0,Llamada,0,1-30
KB-105265,Retail,Microcrédito,Montevideo,49000.0,13,1,147,347,38000.0,6,2,0,0.405,3,Email,1,1-30
KB-105266,Pyme,Préstamo personal,San José,35210.0,62,2,139,617,31200.0,3,2,2,0.737,3,WhatsApp,0,61-90
KB-105267,Retail,Tarjeta de crédito,Soriano,22110.0,22,1,8,338,142500.0,2,2,1,0.46,1,WhatsApp,0,1-30
KB-105268,Retail,Préstamo personal,Montevideo,16640.0,142,5,29,581,151800.0,4,5,2,0.843,2,Llamada,1,91-180
KB-105269,Pyme,Tarjeta de crédito,Maldonado,171380.0,217,8,140,599,54100.0,10,0,5,0.466,14,WhatsApp,0,180+
KB-105270,Retail,Préstamo personal,Colonia,22300.0,79,2,17,463,167500.0,7,2,1,0.526,4,Llamada,0,61-90
KB-105271,Corporativo,Tarjeta de crédito,Montevideo,156650.0,107,3,171,554,21600.0,11,4,1,0.586,6,SMS,1,91-180
KB-105272,Pyme,Financiación retail,Maldonado,38800.0,17,1,176,466,50600.0,9,3,2,0.401,6,WhatsApp,0,1-30
KB-105273,Pyme,Tarjeta de crédito,Artigas,87310.0,162,6,165,429,52700.0,2,5,1,0.448,10,Llamada,1,91-180
KB-105274,Corporativo,Tarjeta de crédito,Canelones,927980.0,44,1,2,584,55400.0,5,2,0,0.829,1,Llamada,1,31-60
KB-105275,Retail,Tarjeta de crédito,Cerro Largo,22950.0,57,2,150,394,45600.0,3,2,1,0.388,5,SMS,0,31-60
KB-105276,Pyme,Tarjeta de crédito,Flores,34580.0,136,5,168,748,27000.0,3,5,0,0.806,7,SMS,1,91-180
KB-105277,Pyme,Financiación retail,Montevideo,244430.0,14,1,49,458,81300.0,7,1,1,0.872,2,WhatsApp,0,1-30
KB-105278,Corporativo,Préstamo personal,San José,2300210.0,14,1,61,409,33100.0,4,1,0,0.376,3,Llamada,0,1-30
KB-105279,Pyme,Préstamo personal,Montevideo,97110.0,47,2,31,552,40400.0,8,1,2,0.436,5,Llamada,0,31-60
KB-105280,Retail,Financiación retail,Tacuarembó,7790.0,103,4,94,563,51400.0,4,4,0,0.475,6,WhatsApp,1,91-180
KB-105281,Pyme,Financiación retail,Montevideo,128210.0,39,1,6,490,124900.0,2,1,0,0.679,3,WhatsApp,1,31-60
KB-105282,Retail,Microcrédito,Montevideo,9710.0,52,2,131,572,71000.0,4,1,0,0.63,2,WhatsApp,1,31-60
KB-105283,Pyme,Tarjeta de crédito,Montevideo,123520.0,96,3,129,779,111200.0,8,5,0,0.367,6,SMS,1,91-180
KB-105284,Pyme,Crédito automotor,Maldonado,68230.0,91,3,38,679,83200.0,8,2,2,0.615,2,Llamada,0,91-180
KB-105285,Retail,Préstamo personal,Montevideo,26080.0,69,3,130,490,43200.0,8,3,1,0.306,1,Llamada,0,61-90
KB-105286,Retail,Microcrédito,Montevideo,43670.0,245,8,9,603,60600.0,4,0,1,0.253,5,Llamada,0,180+
KB-105287,Pyme,Tarjeta de crédito,Montevideo,216790.0,52,1,108,393,42200.0,5,1,0,0.511,2,Llamada,1,31-60
KB-105288,Pyme,Financiación retail,Canelones,220890.0,60,2,167,548,36200.0,3,4,0,0.277,3,Email,1,31-60
KB-105289,Retail,Tarjeta de crédito,Maldonado,27790.0,36,2,14,705,29400.0,3,0,0,0.692,6,WhatsApp,1,31-60
KB-105290,Retail,Microcrédito,Montevideo,35710.0,67,2,172,535,69600.0,6,3,0,0.102,2,Llamada,1,61-90
KB-105291,Retail,Tarjeta de crédito,Montevideo,83580.0,37,1,46,556,113000.0,6,1,1,0.685,4,WhatsApp,1,31-60
KB-105292,Retail,Tarjeta de crédito,Río Negro,23250.0,33,1,29,670,37300.0,6,4,0,0.517,3,SMS,1,31-60
KB-105293,Retail,Microcrédito,Montevideo,25660.0,23,1,21,499,34600.0,6,3,0,0.678,5,Email,1,1-30
KB-105294,Corporativo,Microcrédito,Canelones,696260.0,77,3,92,375,50900.0,4,0,5,0.152,4,SMS,0,61-90
KB-105295,Retail,Cuenta corriente,Soriano,57400.0,17,1,4,541,100600.0,3,2,0,0.518,5,WhatsApp,1,1-30
KB-105296,Retail,Financiación retail,Soriano,4330.0,9,1,153,631,39800.0,5,2,1,0.592,2,WhatsApp,1,1-30
KB-105297,Retail,Préstamo personal,Montevideo,41210.0,40,1,61,630,36000.0,8,2,2,0.502,4,Email,1,31-60
KB-105298,Retail,Préstamo personal,Montevideo,15950.0,17,1,41,517,27200.0,7,4,0,0.32,2,WhatsApp,1,1-30
KB-105299,Retail,Cuenta corriente,Colonia,25410.0,9,1,163,568,26600.0,4,0,2,0.854,3,WhatsApp,1,1-30
KB-105300,Pyme,Financiación retail,Tacuarembó,61540.0,30,2,175,636,29200.0,8,3,0,0.675,6,Llamada,1,1-30
KB-105301,Retail,Tarjeta de crédito,Maldonado,11280.0,198,6,133,334,27800.0,6,0,1,0.702,1,WhatsApp,0,180+
KB-105302,Pyme,Préstamo personal,Montevideo,11810.0,62,3,130,413,35400.0,3,5,0,0.074,5,Llamada,1,61-90
KB-105303,Corporativo,Financiación retail,Montevideo,823520.0,181,6,80,649,101200.0,6,4,2,0.428,8,Llamada,0,180+
KB-105304,Pyme,Préstamo personal,Durazno,183170.0,23,1,165,569,62600.0,3,1,0,0.837,2,WhatsApp,1,1-30
KB-105305,Retail,Cuenta corriente,Tacuarembó,15790.0,56,2,145,426,66800.0,6,3,2,0.57,3,Llamada,0,31-60
KB-105306,Retail,Préstamo personal,Montevideo,73300.0,45,2,161,783,19900.0,6,1,0,0.354,5,WhatsApp,1,31-60
KB-105307,Retail,Préstamo personal,Montevideo,16500.0,33,2,19,486,57400.0,5,5,4,0.487,2,Llamada,1,31-60
KB-105308,Pyme,Microcrédito,Montevideo,23790.0,51,1,113,750,56200.0,6,4,3,0.433,2,WhatsApp,1,31-60
KB-105309,Retail,Tarjeta de crédito,Montevideo,20680.0,17,1,97,486,20800.0,6,3,1,0.664,1,WhatsApp,1,1-30
KB-105310,Pyme,Tarjeta de crédito,Montevideo,82820.0,68,3,77,762,31800.0,7,2,0,0.746,3,WhatsApp,1,61-90
KB-105311,Corporativo,Tarjeta de crédito,Montevideo,1514350.0,159,6,97,701,143800.0,6,1,0,0.546,8,WhatsApp,1,91-180
KB-105312,Retail,Préstamo personal,Canelones,48150.0,33,2,42,521,47500.0,11,5,0,0.5,3,Llamada,1,31-60
KB-105313,Retail,Préstamo personal,Montevideo,10910.0,175,6,60,526,26700.0,4,0,0,0.306,8,WhatsApp,0,91-180
KB-105314,Pyme,Crédito automotor,Montevideo,72980.0,160,6,171,538,45000.0,3,4,1,0.611,5,Email,1,91-180
KB-105315,Corporativo,Cuenta corriente,Montevideo,706880.0,114,3,126,375,55600.0,7,4,0,0.532,8,SMS,0,91-180
KB-105316,Retail,Tarjeta de crédito,Canelones,14030.0,7,1,22,433,106700.0,3,5,2,0.692,1,SMS,0,1-30
KB-105317,Pyme,Préstamo personal,Canelones,185660.0,27,1,45,694,60900.0,5,1,2,0.474,0,Llamada,1,1-30
KB-105318,Retail,Préstamo personal,Montevideo,13550.0,290,10,125,668,45800.0,0,2,2,0.553,3,SMS,1,180+
KB-105319,Pyme,Préstamo personal,Montevideo,88550.0,62,3,57,392,34500.0,8,5,0,0.449,4,Llamada,1,61-90
KB-105320,Pyme,Tarjeta de crédito,Montevideo,54870.0,64,3,18,640,76500.0,3,3,1,0.741,5,WhatsApp,1,61-90
KB-105321,Pyme,Financiación retail,Montevideo,94410.0,18,1,33,510,117800.0,4,1,1,0.548,4,WhatsApp,0,1-30
KB-105322,Retail,Financiación retail,Maldonado,6900.0,14,1,126,527,49400.0,9,1,1,0.824,8,WhatsApp,1,1-30
KB-105323,Retail,Microcrédito,Montevideo,9450.0,41,2,118,675,84000.0,7,1,1,0.919,2,WhatsApp,0,31-60
KB-105324,Retail,Financiación retail,Montevideo,33120.0,171,6,164,409,36100.0,6,1,3,0.331,8,Llamada,0,91-180
KB-105325,Pyme,Préstamo personal,Montevideo,29280.0,10,1,93,631,29000.0,6,0,0,0.388,2,WhatsApp,1,1-30
KB-105326,Retail,Tarjeta de crédito,Montevideo,18490.0,43,1,89,776,104500.0,5,3,2,0.356,1,Llamada,1,31-60
KB-105327,Corporativo,Préstamo personal,Montevideo,1028200.0,55,1,142,550,63300.0,7,3,5,0.719,3,WhatsApp,0,31-60
KB-105328,Retail,Tarjeta de crédito,Canelones,8210.0,360,12,106,894,93500.0,3,3,2,0.368,11,Llamada,1,180+
KB-105329,Corporativo,Crédito automotor,Montevideo,1260800.0,17,1,72,680,21800.0,5,0,2,0.612,1,WhatsApp,0,1-30
KB-105330,Corporativo,Crédito automotor,Montevideo,195380.0,88,3,99,615,57800.0,12,3,0,0.508,5,Llamada,0,61-90
KB-105331,Retail,Cuenta corriente,Treinta y Tres,13310.0,52,2,65,433,42300.0,7,2,3,0.492,7,Llamada,0,31-60
KB-105332,Retail,Financiación retail,Montevideo,20610.0,105,3,162,590,94100.0,5,4,0,0.591,5,SMS,1,91-180
KB-105333,Retail,Préstamo personal,Montevideo,63660.0,26,1,52,583,69000.0,6,5,0,0.513,1,WhatsApp,1,1-30
KB-105334,Pyme,Tarjeta de crédito,San José,105720.0,29,1,156,495,106700.0,5,1,0,0.668,7,WhatsApp,0,1-30
KB-105335,Pyme,Tarjeta de crédito,Montevideo,35110.0,40,2,112,532,38000.0,5,5,0,0.84,1,Llamada,1,31-60
KB-105336,Retail,Financiación retail,Montevideo,22640.0,41,1,76,473,58700.0,8,0,1,0.656,1,Llamada,0,31-60
KB-105337,Retail,Tarjeta de crédito,Río Negro,171250.0,242,9,107,378,38600.0,6,3,2,0.184,11,Email,0,180+
KB-105338,Pyme,Microcrédito,Montevideo,151250.0,23,1,102,346,67900.0,6,2,0,0.452,3,WhatsApp,0,1-30
KB-105339,Pyme,Préstamo personal,Montevideo,57020.0,28,1,132,731,68200.0,6,0,3,0.487,0,Email,1,1-30
KB-105340,Retail,Cuenta corriente,Maldonado,77560.0,34,1,121,553,184200.0,8,1,3,0.917,5,Llamada,0,31-60
KB-105341,Retail,Financiación retail,Montevideo,26920.0,23,1,40,466,55800.0,5,1,1,0.321,7,Email,1,1-30
KB-105342,Retail,Préstamo personal,Rocha,10110.0,83,2,28,489,22900.0,10,5,1,0.602,4,WhatsApp,1,61-90
KB-105343,Retail,Cuenta corriente,Canelones,8660.0,77,2,129,674,42900.0,7,3,1,0.702,5,Llamada,1,61-90
KB-105344,Retail,Financiación retail,Florida,20520.0,6,1,153,422,38600.0,2,0,3,0.906,2,Email,0,1-30
KB-105345,Pyme,Financiación retail,Rivera,96680.0,2,1,16,565,20800.0,7,0,1,0.559,3,SMS,1,1-30
KB-105346,Pyme,Préstamo personal,Salto,40450.0,17,1,109,516,45900.0,3,0,0,0.576,4,WhatsApp,1,1-30
KB-105347,Retail,Tarjeta de crédito,Montevideo,59530.0,79,3,10,643,114600.0,7,3,0,0.339,2,WhatsApp,1,61-90
KB-105348,Retail,Tarjeta de crédito,Durazno,27570.0,115,3,170,340,84300.0,5,5,1,0.506,4,WhatsApp,0,91-180
KB-105349,Retail,Préstamo personal,Trinidad,12470.0,63,2,46,638,79600.0,6,0,2,0.639,2,Llamada,0,61-90
KB-105350,Pyme,Préstamo personal,Montevideo,84380.0,40,1,1,472,26200.0,4,0,2,0.382,4,WhatsApp,1,31-60
KB-105351,Retail,Financiación retail,Salto,65020.0,110,4,4,501,103900.0,7,3,2,0.532,4,Llamada,0,91-180
KB-105352,Retail,Préstamo personal,Canelones,8770.0,242,9,86,819,29100.0,2,2,1,0.479,9,WhatsApp,0,180+
KB-105353,Pyme,Cuenta corriente,Paysandú,255430.0,52,2,143,510,43000.0,7,1,3,0.492,3,Llamada,0,31-60
KB-105354,Pyme,Financiación retail,Tacuarembó,166450.0,85,2,146,473,28800.0,5,3,3,0.789,4,WhatsApp,0,61-90
KB-105355,Pyme,Financiación retail,San José,78250.0,33,2,159,477,27300.0,11,2,0,0.416,5,Llamada,1,31-60
KB-105356,Pyme,Financiación retail,Tacuarembó,71530.0,54,1,14,418,75600.0,5,4,1,0.761,6,WhatsApp,1,31-60
KB-105357,Retail,Tarjeta de crédito,Montevideo,21500.0,160,5,123,488,33500.0,10,2,1,0.367,7,Llamada,0,91-180
KB-105358,Pyme,Tarjeta de crédito,Maldonado,311390.0,69,3,165,690,116400.0,9,2,2,0.588,7,Email,1,61-90
KB-105359,Pyme,Crédito automotor,Montevideo,130970.0,48,1,22,479,35700.0,8,4,1,0.301,3,WhatsApp,0,31-60
KB-105360,Retail,Crédito automotor,Florida,15350.0,38,2,57,559,53800.0,11,3,1,0.356,4,SMS,1,31-60
KB-105361,Retail,Préstamo personal,Río Negro,36730.0,35,2,86,313,71900.0,6,5,1,0.355,6,Email,0,31-60
KB-105362,Retail,Préstamo personal,Maldonado,72780.0,25,1,159,568,28000.0,12,3,1,0.686,4,Llamada,1,1-30
KB-105363,Retail,Préstamo personal,Salto,9250.0,39,2,17,388,84900.0,6,0,1,0.388,1,WhatsApp,1,31-60
KB-105364,Corporativo,Préstamo personal,Paysandú,1480010.0,181,6,30,710,70700.0,6,5,1,0.293,6,Llamada,0,180+
KB-105365,Retail,Tarjeta de crédito,Montevideo,19950.0,216,8,133,574,23800.0,3,3,3,0.407,5,WhatsApp,0,180+
KB-105366,Corporativo,Tarjeta de crédito,Canelones,124930.0,59,2,28,479,30700.0,7,3,3,0.553,8,SMS,0,31-60
KB-105367,Corporativo,Tarjeta de crédito,Paysandú,724560.0,37,1,48,465,175000.0,7,3,1,0.59,3,Llamada,1,31-60
KB-105368,Pyme,Préstamo personal,Canelones,51930.0,146,5,70,518,19800.0,2,2,4,0.96,4,Email,0,91-180
KB-105369,Retail,Préstamo personal,Montevideo,69740.0,161,5,143,616,83900.0,1,0,3,0.197,5,Llamada,0,91-180
KB-105370,Retail,Cuenta corriente,Canelones,27870.0,219,8,26,725,29100.0,2,0,1,0.279,9,SMS,1,180+
KB-105371,Retail,Préstamo personal,Artigas,106870.0,108,3,71,530,20200.0,6,5,2,0.611,5,WhatsApp,1,91-180
KB-105372,Retail,Crédito automotor,Rocha,12610.0,64,3,120,532,107100.0,4,2,1,0.592,4,WhatsApp,1,61-90
KB-105373,Retail,Tarjeta de crédito,Salto,48130.0,44,1,70,775,132500.0,10,3,1,0.652,4,Llamada,1,31-60
KB-105374,Pyme,Financiación retail,Paysandú,40250.0,13,1,80,644,21100.0,9,4,1,0.955,1,WhatsApp,1,1-30
KB-105375,Retail,Financiación retail,Montevideo,29420.0,47,1,82,474,18100.0,7,2,0,0.679,4,WhatsApp,1,31-60
KB-105376,Pyme,Financiación retail,Montevideo,272190.0,43,2,96,429,30900.0,7,2,3,0.478,5,WhatsApp,0,31-60
KB-105377,Pyme,Préstamo personal,Montevideo,123470.0,32,2,47,608,54000.0,8,3,2,0.861,3,Llamada,1,31-60
KB-105378,Retail,Tarjeta de crédito,Artigas,19690.0,117,3,146,780,31800.0,6,3,4,0.514,9,WhatsApp,1,91-180
KB-105379,Retail,Préstamo personal,Canelones,22890.0,143,4,152,693,63300.0,4,0,2,0.294,4,Email,1,91-180
KB-105380,Pyme,Crédito automotor,Tacuarembó,360060.0,31,2,105,577,54000.0,3,3,0,0.556,2,Llamada,1,31-60
KB-105381,Retail,Préstamo personal,Paysandú,9160.0,26,1,150,420,33700.0,5,4,1,0.468,3,SMS,0,1-30
KB-105382,Retail,Microcrédito,Maldonado,32680.0,443,14,14,693,68400.0,0,1,1,0.569,12,Llamada,0,180+
KB-105383,Pyme,Microcrédito,Montevideo,82150.0,11,1,32,611,55800.0,4,1,0,0.404,2,WhatsApp,0,1-30
KB-105384,Retail,Préstamo personal,Colonia,43660.0,37,2,118,732,25900.0,3,3,2,0.722,4,Llamada,1,31-60
KB-105385,Retail,Crédito automotor,Canelones,11220.0,59,2,148,365,86800.0,4,4,2,0.62,3,Email,0,31-60
KB-105386,Retail,Crédito automotor,Colonia,19940.0,31,2,55,628,23200.0,4,5,1,0.392,4,WhatsApp,1,31-60
KB-105387,Corporativo,Préstamo personal,Montevideo,427630.0,101,3,120,524,61500.0,6,1,0,0.463,4,Llamada,1,91-180
KB-105388,Retail,Tarjeta de crédito,Montevideo,34480.0,139,5,160,641,88300.0,0,2,2,0.49,5,Llamada,1,91-180
KB-105389,Retail,Financiación retail,Montevideo,66560.0,100,4,72,480,49300.0,3,2,0,0.348,3,Llamada,0,91-180
KB-105390,Retail,Préstamo personal,Montevideo,72350.0,119,4,40,578,69400.0,9,3,0,0.465,8,Llamada,1,91-180
KB-105391,Pyme,Financiación retail,Canelones,43510.0,31,2,100,300,88200.0,5,1,1,0.55,3,SMS,0,31-60
KB-105392,Corporativo,Préstamo personal,Maldonado,530470.0,100,3,159,620,50100.0,6,2,0,0.7,5,Email,1,91-180
KB-105393,Retail,Tarjeta de crédito,Maldonado,52060.0,167,6,34,537,23500.0,2,4,0,0.09,8,SMS,0,91-180
KB-105394,Retail,Tarjeta de crédito,Colonia,54590.0,34,1,159,548,221000.0,6,2,2,0.721,4,WhatsApp,1,31-60
KB-105395,Retail,Préstamo personal,San José,60460.0,280,9,134,530,85700.0,1,2,0,0.239,7,Email,1,180+
KB-105396,Corporativo,Cuenta corriente,Canelones,283610.0,55,1,96,628,98900.0,2,1,1,0.529,8,Email,0,31-60
KB-105397,Pyme,Cuenta corriente,Florida,36970.0,52,1,132,732,54000.0,5,2,0,0.734,2,WhatsApp,1,31-60
KB-105398,Corporativo,Crédito automotor,Montevideo,409820.0,39,2,178,568,67400.0,6,0,2,0.622,4,WhatsApp,0,31-60
KB-105399,Pyme,Préstamo personal,Lavalleja,139420.0,74,2,33,380,45300.0,5,5,0,0.733,4,Email,0,61-90
KB-105400,Retail,Préstamo personal,Montevideo,23260.0,475,16,74,738,74200.0,0,5,2,0.148,17,Llamada,0,180+
KB-105401,Retail,Préstamo personal,Canelones,35880.0,157,6,75,385,73200.0,4,3,1,0.393,4,Llamada,0,91-180
KB-105402,Retail,Tarjeta de crédito,Montevideo,9350.0,54,1,61,794,27700.0,3,3,4,0.558,2,Llamada,1,31-60
KB-105403,Retail,Tarjeta de crédito,Montevideo,46580.0,27,1,121,701,37900.0,11,2,0,0.695,2,Llamada,1,1-30
KB-105404,Retail,Tarjeta de crédito,Rocha,13030.0,58,1,132,467,29400.0,8,1,0,0.809,5,Llamada,0,31-60
KB-105405,Retail,Préstamo personal,Montevideo,42050.0,42,2,85,497,46000.0,12,1,0,0.794,3,WhatsApp,1,31-60
KB-105406,Retail,Cuenta corriente,Maldonado,33740.0,23,1,126,513,16200.0,3,4,0,0.787,2,Llamada,1,1-30
KB-105407,Pyme,Préstamo personal,Montevideo,132220.0,213,8,76,392,71000.0,6,0,1,0.385,5,Llamada,0,180+
KB-105408,Retail,Tarjeta de crédito,San José,15880.0,57,1,116,729,34000.0,5,4,1,0.789,6,Llamada,1,31-60
KB-105409,Retail,Cuenta corriente,Montevideo,19520.0,79,2,163,589,24100.0,9,3,1,0.207,4,WhatsApp,1,61-90
KB-105410,Pyme,Tarjeta de crédito,Montevideo,65510.0,204,7,169,349,61100.0,5,4,1,0.814,7,WhatsApp,0,180+
KB-105411,Pyme,Crédito automotor,Canelones,178090.0,112,4,117,390,80300.0,4,5,3,0.693,4,WhatsApp,0,91-180
KB-105412,Pyme,Préstamo personal,Río Negro,289110.0,53,1,121,612,40700.0,2,3,0,0.712,4,Llamada,1,31-60
KB-105413,Retail,Préstamo personal,Montevideo,38640.0,27,1,133,545,65800.0,5,5,1,0.616,5,Llamada,0,1-30
KB-105414,Retail,Préstamo personal,Salto,83130.0,147,4,145,510,17900.0,4,4,0,0.565,3,Llamada,1,91-180
KB-105415,Retail,Microcrédito,Colonia,77110.0,16,1,67,843,57700.0,2,1,1,0.752,5,WhatsApp,1,1-30
KB-105416,Retail,Cuenta corriente,Canelones,9390.0,71,2,134,639,61500.0,5,5,1,0.557,3,WhatsApp,1,61-90
KB-105417,Pyme,Crédito automotor,Canelones,401920.0,13,1,3,339,46800.0,7,2,0,0.374,1,WhatsApp,0,1-30
KB-105418,Retail,Cuenta corriente,Montevideo,30590.0,93,3,75,452,95600.0,4,0,3,0.51,2,WhatsApp,1,91-180
KB-105419,Retail,Tarjeta de crédito,Paysandú,176050.0,17,1,123,684,44500.0,6,0,2,0.767,2,Llamada,1,1-30
KB-105420,Corporativo,Préstamo personal,Montevideo,136990.0,63,2,167,534,13500.0,7,5,2,0.378,2,Llamada,0,61-90
KB-105421,Retail,Financiación retail,Montevideo,45830.0,47,2,69,463,33400.0,6,4,2,0.517,4,SMS,1,31-60
KB-105422,Pyme,Tarjeta de crédito,Maldonado,175450.0,209,7,38,565,20900.0,9,0,6,0.885,3,Email,0,180+
KB-105423,Retail,Microcrédito,Maldonado,26200.0,93,4,104,516,28500.0,8,0,1,0.845,4,SMS,0,91-180
KB-105424,Pyme,Préstamo personal,Montevideo,92450.0,107,4,65,595,38300.0,7,1,0,0.631,5,WhatsApp,0,91-180
KB-105425,Corporativo,Tarjeta de crédito,Canelones,194180.0,224,8,157,433,40000.0,10,1,2,0.569,5,WhatsApp,0,180+
KB-105426,Retail,Tarjeta de crédito,Rivera,6060.0,15,1,110,612,68800.0,6,4,0,0.569,6,Email,0,1-30
KB-105427,Pyme,Tarjeta de crédito,Cerro Largo,92610.0,42,1,21,666,106700.0,11,5,1,0.264,4,Llamada,1,31-60
KB-105428,Retail,Tarjeta de crédito,Rocha,19770.0,41,1,144,411,72600.0,1,1,1,0.784,5,Llamada,0,31-60
KB-105429,Retail,Tarjeta de crédito,Montevideo,39660.0,46,2,13,591,30200.0,6,3,1,0.375,6,Email,1,31-60
KB-105430,Pyme,Tarjeta de crédito,Montevideo,388750.0,67,2,104,325,23900.0,5,0,1,0.703,4,Llamada,0,61-90
KB-105431,Retail,Financiación retail,Canelones,42180.0,66,2,52,644,60900.0,8,0,2,0.725,1,WhatsApp,0,61-90
KB-105432,Retail,Préstamo personal,Tacuarembó,24960.0,57,1,22,250,28000.0,7,4,0,0.706,3,WhatsApp,0,31-60
KB-105433,Pyme,Tarjeta de crédito,Montevideo,107130.0,35,1,99,526,70100.0,4,2,1,0.702,4,WhatsApp,1,31-60
KB-105434,Pyme,Tarjeta de crédito,Canelones,139350.0,38,2,20,348,29400.0,6,3,0,0.483,2,SMS,0,31-60
KB-105435,Pyme,Préstamo personal,Maldonado,161370.0,19,1,172,410,35900.0,6,3,2,0.531,2,Llamada,0,1-30
KB-105436,Pyme,Préstamo personal,Soriano,156240.0,200,7,119,511,73100.0,4,3,0,0.981,9,Llamada,1,180+
KB-105437,Corporativo,Préstamo personal,Montevideo,611340.0,24,1,143,450,29800.0,10,0,3,0.932,2,Llamada,0,1-30
KB-105438,Retail,Microcrédito,Montevideo,21820.0,14,1,129,329,36300.0,10,4,1,0.752,3,Email,1,1-30
KB-105439,Pyme,Préstamo personal,Montevideo,97020.0,125,4,17,634,36600.0,8,1,0,0.674,11,WhatsApp,1,91-180
KB-105440,Retail,Financiación retail,Colonia,19500.0,18,1,13,327,79000.0,6,4,2,0.672,4,WhatsApp,1,1-30
KB-105441,Pyme,Préstamo personal,San José,156520.0,54,1,100,468,75600.0,9,5,0,0.698,4,Llamada,1,31-60
KB-105442,Retail,Microcrédito,Montevideo,32430.0,34,1,15,553,148400.0,12,5,4,0.523,1,Email,1,31-60
KB-105443,Retail,Tarjeta de crédito,Montevideo,105180.0,85,2,52,585,29800.0,5,0,2,0.571,6,WhatsApp,0,61-90
KB-105444,Pyme,Préstamo personal,Montevideo,78900.0,23,1,96,584,16000.0,10,4,4,0.504,4,WhatsApp,1,1-30
KB-105445,Retail,Préstamo personal,Canelones,21330.0,52,2,146,538,37800.0,7,2,4,0.766,5,Email,1,31-60
KB-105446,Retail,Tarjeta de crédito,Montevideo,43510.0,179,5,177,566,17300.0,2,0,0,0.557,8,Llamada,0,91-180
KB-105447,Corporativo,Crédito automotor,Artigas,1784150.0,72,3,25,639,56800.0,7,1,0,0.527,3,SMS,1,61-90
KB-105448,Retail,Préstamo personal,Montevideo,13460.0,42,1,43,318,14500.0,6,0,0,0.685,3,WhatsApp,0,31-60
KB-105449,Pyme,Tarjeta de crédito,Montevideo,192030.0,33,1,115,462,23600.0,5,0,0,0.353,6,WhatsApp,0,31-60
KB-105450,Retail,Cuenta corriente,Artigas,15810.0,119,4,103,590,61700.0,5,3,1,0.428,5,WhatsApp,1,91-180
KB-105451,Retail,Préstamo personal,Montevideo,50330.0,33,2,77,673,93500.0,7,1,0,0.821,5,Llamada,1,31-60
KB-105452,Retail,Financiación retail,Montevideo,27710.0,74,2,8,708,56300.0,7,2,1,0.626,6,Llamada,1,61-90
KB-105453,Retail,Tarjeta de crédito,Canelones,27100.0,119,3,118,365,25600.0,7,1,0,0.415,6,WhatsApp,0,91-180
KB-105454,Retail,Tarjeta de crédito,Canelones,114160.0,12,1,99,444,50100.0,4,0,3,0.479,4,Llamada,0,1-30
KB-105455,Retail,Financiación retail,Florida,3580.0,19,1,8,463,23900.0,9,2,2,0.647,3,Email,1,1-30
KB-105456,Pyme,Tarjeta de crédito,Canelones,338760.0,107,3,98,701,40000.0,3,0,3,0.137,7,WhatsApp,0,91-180
KB-105457,Retail,Crédito automotor,Colonia,12050.0,51,1,21,647,38200.0,10,4,1,0.711,3,SMS,1,31-60
KB-105458,Corporativo,Cuenta corriente,Montevideo,243770.0,69,3,70,335,93700.0,4,0,1,0.579,3,SMS,0,61-90
KB-105459,Corporativo,Préstamo personal,Artigas,479090.0,22,1,92,368,25200.0,7,4,1,0.487,1,WhatsApp,1,1-30
KB-105460,Retail,Crédito automotor,Tacuarembó,73610.0,27,1,60,634,37200.0,8,2,0,0.323,5,Llamada,1,1-30
KB-105461,Retail,Tarjeta de crédito,Montevideo,33110.0,113,3,43,397,28600.0,4,1,2,0.162,7,WhatsApp,0,91-180
KB-105462,Retail,Tarjeta de crédito,Montevideo,23260.0,165,5,23,614,53900.0,2,5,1,0.913,10,WhatsApp,0,91-180
KB-105463,Pyme,Tarjeta de crédito,Montevideo,191470.0,8,1,79,598,51200.0,7,0,1,0.272,5,Email,1,1-30
KB-105464,Pyme,Cuenta corriente,Montevideo,48480.0,176,6,84,341,48000.0,7,4,2,0.856,5,WhatsApp,0,91-180
KB-105465,Retail,Tarjeta de crédito,Treinta y Tres,9910.0,192,7,162,586,100100.0,1,0,0,0.512,4,Llamada,0,180+
KB-105466,Retail,Préstamo personal,Montevideo,58490.0,86,2,116,476,31200.0,7,3,1,0.642,5,WhatsApp,1,61-90
KB-105467,Retail,Tarjeta de crédito,Rivera,17010.0,67,2,175,692,44300.0,3,0,1,0.678,4,WhatsApp,1,61-90
KB-105468,Retail,Financiación retail,Montevideo,16790.0,11,1,94,611,30400.0,9,3,2,0.409,2,WhatsApp,1,1-30
KB-105469,Retail,Préstamo personal,Canelones,8900.0,117,4,107,686,81600.0,7,1,3,0.659,1,WhatsApp,1,91-180
