id_cuenta,monto_deuda,dias_mora,cuotas_atrasadas,antiguedad_cliente_meses,score_buro,ingreso_estimado,pagos_ultimos_12m,promesas_cumplidas,promesas_incumplidas,contactabilidad,gestiones_previas,segmento,producto,departamento,canal_preferido
AC-00459,198940.0,7,1,40,547,45900.0,8,4,3,0.623,6,Pyme,Tarjeta de crédito,Colonia,WhatsApp
AC-00460,153260.0,106,4,1,453,41000.0,5,1,0,0.482,3,Pyme,Préstamo personal,Montevideo,WhatsApp
AC-00461,32790.0,179,5,8,438,20600.0,7,3,4,0.276,6,Retail,Financiación retail,Salto,WhatsApp
AC-00462,1043920.0,33,1,121,677,67100.0,6,5,0,0.681,2,Pyme,Tarjeta de crédito,Durazno,WhatsApp
AC-00463,25080.0,18,1,93,899,109700.0,6,2,1,0.802,3,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00464,17900.0,16,1,31,855,96200.0,7,2,0,0.519,3,Retail,Financiación retail,Flores,Email
AC-00465,117140.0,45,1,105,557,43400.0,4,1,0,0.944,8,Pyme,Tarjeta de crédito,Canelones,Llamada
AC-00466,87580.0,158,5,173,578,45400.0,4,5,0,0.6,8,Pyme,Microcrédito,Durazno,WhatsApp
AC-00467,24610.0,31,1,41,725,38800.0,10,5,1,0.739,2,Retail,Tarjeta de crédito,Tacuarembó,Email
AC-00468,51230.0,53,2,39,637,37900.0,10,5,0,0.487,2,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00469,89910.0,53,2,42,438,16200.0,4,3,3,0.757,5,Pyme,Crédito automotor,Durazno,WhatsApp
AC-00470,14050.0,110,3,28,665,48100.0,5,4,2,0.414,4,Retail,Tarjeta de crédito,Florida,WhatsApp
AC-00471,81100.0,45,1,68,563,40500.0,5,3,1,0.799,3,Pyme,Préstamo personal,Montevideo,SMS
AC-00472,435570.0,44,2,72,465,12100.0,4,1,1,0.442,7,Pyme,Financiación retail,Maldonado,Email
AC-00473,63300.0,117,4,165,472,28200.0,7,4,0,0.374,10,Retail,Crédito automotor,Montevideo,WhatsApp
AC-00474,206190.0,216,8,18,678,48400.0,6,4,1,0.546,5,Pyme,Tarjeta de crédito,Paysandú,Llamada
AC-00475,35450.0,42,2,100,478,26600.0,5,3,0,0.477,2,Pyme,Financiación retail,Montevideo,Llamada
AC-00476,15670.0,16,1,22,443,19400.0,6,4,3,0.465,6,Retail,Financiación retail,Montevideo,WhatsApp
AC-00477,36560.0,70,2,28,583,48700.0,4,4,1,0.657,4,Retail,Crédito automotor,Montevideo,Email
AC-00478,170510.0,208,7,159,589,22000.0,5,1,1,0.396,9,Corporativo,Tarjeta de crédito,Lavalleja,Llamada
AC-00479,24100.0,63,2,49,669,33500.0,3,1,1,0.331,7,Retail,Tarjeta de crédito,Maldonado,Llamada
AC-00480,28010.0,63,3,9,635,42900.0,5,1,2,0.704,2,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00481,422960.0,27,1,50,528,51100.0,7,0,0,0.673,3,Corporativo,Cuenta corriente,Montevideo,SMS
AC-00482,21260.0,65,2,77,471,59400.0,7,1,2,0.569,4,Retail,Financiación retail,Montevideo,Llamada
AC-00483,22530.0,114,4,65,524,60100.0,5,2,3,0.466,5,Retail,Financiación retail,Montevideo,Llamada
AC-00484,89540.0,131,4,141,663,36800.0,4,1,2,0.672,7,Retail,Microcrédito,Montevideo,SMS
AC-00485,216670.0,36,2,103,802,27200.0,7,1,2,0.517,4,Pyme,Préstamo personal,Montevideo,WhatsApp
AC-00486,993610.0,167,5,152,527,101100.0,5,4,0,0.444,3,Corporativo,Tarjeta de crédito,Montevideo,Llamada
AC-00487,8320.0,130,4,109,527,93300.0,3,4,1,0.366,8,Retail,Cuenta corriente,Montevideo,WhatsApp
AC-00488,31910.0,59,2,109,828,48600.0,5,0,1,0.766,1,Retail,Tarjeta de crédito,San José,WhatsApp
AC-00489,99530.0,23,1,23,557,32200.0,7,2,2,0.837,1,Retail,Tarjeta de crédito,Montevideo,Email
AC-00490,17910.0,129,5,72,517,26600.0,3,0,1,0.513,4,Retail,Préstamo personal,Montevideo,Email
AC-00491,72820.0,48,1,51,560,64300.0,8,3,1,0.426,2,Pyme,Microcrédito,Flores,WhatsApp
AC-00492,355950.0,81,2,144,561,28300.0,2,3,3,0.56,5,Pyme,Tarjeta de crédito,San José,Llamada
AC-00493,46590.0,76,2,93,774,60100.0,5,5,2,0.338,4,Retail,Préstamo personal,Salto,WhatsApp
AC-00494,1370910.0,192,6,7,612,87800.0,4,0,2,0.815,4,Corporativo,Cuenta corriente,Canelones,WhatsApp
AC-00495,65820.0,139,4,49,520,104000.0,4,3,3,0.459,1,Retail,Financiación retail,Montevideo,Llamada
AC-00496,23630.0,35,2,162,659,16700.0,9,2,0,0.507,3,Retail,Tarjeta de crédito,Montevideo,Email
AC-00497,5260.0,98,3,20,640,21700.0,4,4,2,0.545,2,Retail,Crédito automotor,Salto,WhatsApp
AC-00498,159290.0,14,1,161,460,59600.0,5,0,1,0.313,6,Pyme,Préstamo personal,Canelones,Llamada
AC-00499,61840.0,89,2,162,441,24400.0,5,5,1,0.573,8,Retail,Financiación retail,Montevideo,WhatsApp
AC-00500,49700.0,9,1,54,692,64400.0,3,0,3,0.601,1,Retail,Microcrédito,Montevideo,WhatsApp
